"PERCENT PASSING SOL TESTS SPRING 1998-SPRING 2002",,,,,,"Grade 3 English: Percent Passing 1998 - 2002",,,,,"Grade 3 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 3 History: Percent Passing 1998 - 2002",,,,,"Grade 3 Science: Percent Passing 1998 - 2002",,,,,"Grade 5 Writing: Percent Passing 1998 - 2002",,,,,"Grade 5 English:RLR  Percent Passing 1998 - 2002",,,,,"Grade 5 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 5 History: Percent Passing 1998 - 2002",,,,,"Grade 5 Science: Percent Passing 1998 - 2002",,,,,"Grade 5 Computer/Technology: Percent Passing 1998 - 2002",,,,,"Grade 8 Writing: Percent Passing 1998 - 2002",,,,,"Grade 8 English:RLR  Percent Passing 1998 - 2002",,,,,"Grade 8 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 8 History: Percent Passing 1998 - 2002",,,,,"Grade 8 Science: Percent Passing 1998 - 2002",,,,,"Grade 8 Computer/Technology: Percent Passing 1998 - 2002",,,,,"EOC Writing: Percent Passing 1998 - 2002",,,,,"EOC English RLR: Percent Passing 1998 - 2002",,,,,"EOC Algebra I: Percent Passing 1998 - 2002",,,,,"EOC Geometry: Percent Passing 1998 - 2002",,,,,"EOC Algebra II: Percent Passing 1998 - 2002",,,,,"EOC U.S. History: Percent Passing 1998 - 2002",,,,,"EOC World History I: Percent Passing 1998 - 2002",,,,,"EOC World History II: Percent Passing 1998 - 2002",,,,,"EOC World Geography: Percent Passing 1998 - 2002",,,,,"EOC Earth Science: Percent Passing 1998 - 2002",,,,,"EOC Biology: Percent Passing 1998 - 2002",,,,,"EOC Chemistry: Percent Passing 1998 - 2002",,,,
"DIV #","DIVISION NAME","SCH #","LOW GR","HIGH GR","SCHOOL NAME"," English 1998  "," English 1999  "," English 2000  "," English 2001  "," English 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 2000"," Science 2001"," Science 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR 1999  "," English:RLR 2000  "," English:RLR 2001  "," English:RLR 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 20000"," Science 2001"," Science 2002"," Computer/ Technology 1998  "," Computer/ Technology 1999"," Computer/ Technology 20000"," Computer/ Technology 2001"," Computer/ Technology 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR 1999  "," English:RLR 2000  "," English:RLR 2001  "," English:RLR 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 2000"," Science 2001"," Science 2002"," Computer/ Technology 1998  "," Computer/ Technology 1999"," Computer/ Technology 2000"," Computer/ Technology 2001"," Computer/ Technology 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR   1999  "," English:RLR   2000  "," English:RLR 2001  "," English:RLR 2002  ","Algebra I   1998  ","Algebra I  1999  ","Algebra I  2000  ","Algebra I  2001  ","Algebra I  2002  ","Geometry   1998  ","Geometry  1999  ","Geometry  2000  ","Geometry  2001  ","Geometry  2002  ","Algebra II  1998  ","Algebra II 1999  ","Algebra II 2000  ","Algebra II 2001  ","Algebra II 2002  ","U.S. History 1998  ","U.S. History 1999  ","U.S. History 2000  ","U.S. History 2001  ","U.S. History 2002  ","World History I 1998  ","World History I 1999","World History I 2000","World History I 2001","World History I 2002","World History  II 1998  ","World History  II 1999  ","World History  II 2000  ","World History  II 2001  ","World History  II 2002  ","World Geography 1998  ","World Geography 1999  ","World Geography 2000  ","World Geography 2001  ","World Geography 2002  ","Earth Science 1998  ","Earth Science 1999  ","Earth Science 2000  ","Earth Science 2001  ","Earth Science 2002  ","Biology  1998  ","Biology 1999  ","Biology 2000  ","Biology 2001  ","Biology 2002  ","Chemistry  1998  ","Chemistry 1999  ","Chemistry 2000  ","Chemistry 2001  ","Chemistry 2002  "
29,"FAIRFAX",1610,"9","12","WEST SPRINGFIELD HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",23.913,".",".",".",".",18.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.0793,95.1644,94.0299,92.986,93.0108,83.3333,88.3629,85.7143,92.2156,92.1101,59.2949,73.8028,81.201,85.3821,87.9747,74.2455,83.7472,82.7324,91.4513,90.7127,53.8095,72.3451,74.8284,85.0895,86.0735,43.8923,49.7132,56.9358,68.8259,85.5839,76.3006,86.9811,90.429,96.846,95.5638,84.3137,90.6667,81.1508,85.4202,90.8257,,,".",".",".",77.2727,67.0886,72.5,81.4286,80.543,84.8276,92.9368,90.8784,91.1439,89.6175,77.3836,70.4501,84.8276,80.9313,87.2902
29,"FAIRFAX",1620,"KG","6","SPRING HILL ELEM.",84,86.9919,79.3893,79.2857,88.4615,92.0792,86.9919,88.6525,90.8497,92.9078,87.1287,91.0569,88.6179,86.6197,95.3488,88.7755,91.8699,91.9708,86.0927,87.6812,94.3925,97.7778,97.6744,98.3871,96.2687,94.4954,90.4412,91.5385,88.9764,88.2353,83.4862,85.2941,91.6667,90.2256,83.3333,57.7982,72.9839,75,73.2394,84.5161,86.2385,82.2222,87.8788,90.7692,86.7647,97.2477,95.5556,97.6923,92.029,98.5294,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1630,"KG","6","FAIRHILL ELEM.",80.4878,92.3077,87.7551,73.913,81.25,95.2381,97.4359,89.5833,87.1429,90.4762,76.1905,92.3077,81.25,86.9565,84.375,85.7143,97.4359,81.6327,82.6087,75,91.3043,97.2222,88.0952,85.7143,96.2264,86.6667,94.2857,80.4878,87.7551,90.566,80.4348,94.4444,87.8049,91.6667,90.7407,66.6667,80.5195,95.7447,80,80,84.7826,94.2857,85.3659,91.8367,98.1132,93.3333,100,97.561,95.9184,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1640,"KG","6","MOUNT VERNON WOODS ELEM.",35.1351,42.1053,48.5714,42.1875,42.8571,35.1351,50.8475,46.4789,64.7059,67.1642,40.5405,34.4828,40,64.1791,78.4615,32.4324,39.6552,41.4286,62.1212,48.4375,44.0678,70.2128,52.5424,67.1233,84.9315,49.1525,37.5,36.6667,66.6667,75.6757,42.3729,31.25,13.3333,57.1429,72.7273,15.2542,18.4783,14.2857,28.9157,45.8333,41.3793,37.5,25,50.7042,71.6216,60.3448,60.4167,63.3333,82.8571,96,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1650,"KG","6","OLDE CREEK ELEM.",67.3469,71.4286,90.7407,83.3333,84.7826,75.5102,73.8095,90.7407,90.7407,78.2609,65.3061,66.6667,87.037,88.8889,89.1304,91.8367,76.1905,87.037,90.7407,84.7826,87.0968,98.1132,92.7273,91.8367,93.8462,83.871,92.4528,76.7857,90.1961,95.2381,83.871,88.8889,80,78.4314,96.7213,67.7419,56.7568,63.6364,87.931,90.625,88.7097,92.4528,89.2857,92.1569,90.7692,91.9355,100,100,94.1176,96.8254,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1660,"KG","6","SHREVEWOOD ELEM.",52.6316,48.2759,78.1818,74.5455,81.0345,55.2632,70.6897,83.6364,85.7143,74.5763,48.6486,65.5172,72.7273,78.1818,91.5254,71.0526,65.5172,70.9091,76.3636,77.9661,69.2308,68,75,89.0625,84.6154,67.3077,63.2653,57.6923,71.6418,76.9231,50,44.898,51.8519,59.7015,61.5385,53.8462,39.759,58.6207,32.7273,66.0377,63.4615,60.4167,75.4717,74.6269,71.6981,80.7692,83.6735,90.7407,80.597,83.0189,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1670,"KG","6","WESTGATE ELEM.",57.1429,65,76.9231,84.2105,85.7143,88.0952,82.5,89.4737,94.7368,87.8788,64.2857,75,87.1795,81.5789,80.6452,60.9756,71.7949,81.0811,84.2105,83.3333,64.4444,95.4545,92.6829,91.6667,84.6154,82.2222,73.8095,78.5714,83.3333,82.0513,68.1818,53.4884,95.2381,75,88.8889,17.7778,36.8421,57.7778,62.8571,83.7838,66.6667,79.0698,92.8571,81.25,84.4444,80,93.0233,95.2381,87.5,94.7368,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1680,"KG","6","SILVERBROOK ELEM.",72.9927,79.562,82.5503,79.1045,80.597,81.7518,86.8613,90,88.1481,92.5926,75.9124,89.0511,88,87.4074,94.7761,86.1314,87.5912,95.3333,88.8889,92.5926,83.0508,93.4959,90.5063,91.4286,94.702,77.9661,84.6774,83.5443,82.2695,90.6667,71.1864,69.6,80.3797,82.3944,87.3333,41.5254,63.197,79.8611,77.8523,83.4711,67.7966,75.8065,85.3503,85.8156,89.3333,88.9831,93.5484,96.8354,90.0709,95.302,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1690,"KG","6","CARDINAL FOREST ELEM.",58.427,77.1084,68.3168,80,83.908,69.6629,78.3133,83.1683,85.2632,90.8046,62.9213,79.5181,82.1782,86.3158,78.4091,76.4045,78.3133,84.1584,83.1579,88.6364,81.1111,92.6471,88.0435,94.5055,87.8505,80,91.3043,80.4348,78.2609,85.9813,62.2222,76.8116,73.913,69.5652,76.699,27.7778,55.5556,70.1149,71.8182,77.0642,70.7865,84.058,71.7391,81.5217,81.7308,84.2697,95.6522,93.4783,92.3913,90.4762,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1700,"KG","6","CUNNINGHAM PARK ELEM.",69.0476,67.4419,63.0435,75.6098,75.5556,83.3333,86.0465,78.2609,75.6098,72.3404,69.0476,81.3953,78.2609,73.1707,80.8511,80.9524,76.7442,69.5652,78.0488,75,82.8571,84.4444,82.7586,91.6667,93.1818,83.7838,77.2727,83.0508,78.3333,90.4762,75,62.7907,76.2712,80,80.9524,44.4444,67.0455,59.6154,55.7692,78.3784,72.973,75,81.3559,81.3559,83.3333,86.4865,93.1818,93.2203,83.0508,97.619,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1710,"9","12","OAKTON HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.156,93.7378,90.9879,93.7269,90.4181,92.3518,90.7157,83.1346,91.9926,88.796,39.3939,".",".",".",60,70.0555,74.9562,78.3439,79.7659,83.4933,63.4361,70.9865,72.2628,80.037,80.2178,55.9387,54.4144,47.9592,53.4602,87.9102,79.1461,86.6774,90.8555,96.2687,94.6043,65.3061,74.3119,77.8675,83.7248,93.1777,,,".",".",".",71.7949,90.6667,82.3741,81.7881,87.0787,84.3016,91.3386,89.1583,90.2033,91.115,63.5682,59.335,57.7465,69.3069,75.6708
29,"FAIRFAX",1730,"KG","5","BEECH TREE ELEM.",64.2857,65.9091,57.8947,55.8824,55.7692,69.0476,75,77.193,89.3939,76.4706,54.7619,68.1818,57.8947,62.6866,62.7451,61.9048,68.1818,64.9123,67.1642,62.7451,68.6275,80,77.7778,73.7705,77.0492,72.549,61.2245,57.4074,75,79.0323,47.0588,42.8571,66.6667,73.7705,74.1935,29.4118,47.8723,58.7302,61.9048,72.5806,68.6275,65.3061,64.8148,77.9661,75.8065,76.4706,83.6735,88.8889,84.7458,83.871,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1740,"KG","6","HAYFIELD ELEM.",58.75,72,76.9231,72.973,77.4648,78.75,80,91.25,76,85.7143,65,89.3333,86.0759,81.3333,72.7273,82.5,89.3333,88.6076,77.3333,77.027,81.3953,94.4444,90.6667,87.5,85.8824,84.7059,87.5,73.6842,81.9277,74.1176,64.7059,65.2778,78.9474,75.6098,60.4651,45.8824,63.2353,69.1358,74.1176,77.6316,72.619,75,75,76.8293,77.907,90.4762,98.6111,96.0526,91.6667,93.0233,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1760,"7","8","KILMER MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",80.5556,82.1168,91.2664,91.2698,93.7008,74.8031,77.8947,83.5498,87.3057,88.2206,67.0588,82.5175,86.5625,80.0643,88.5,53.3333,54.7368,60.5263,78.4974,90.7035,75.5906,89.8246,87.013,91.1917,94.4724,76.7717,89.4737,89.083,89.8964,90.4523,".",".",".",".",".",".",".",".",".",".",94.9153,93.5252,100,100,100,".",100,100,100,100,".",".",".",100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",100,100,".",".",".",".","."
29,"FAIRFAX",1761,"KG","12","KILMER CENTER",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1770,"KG","6","ROLLING VALLEY ELEM.",65.2778,70,70.9677,68.6869,75.7143,84.7222,81.25,81.7204,89,94.2029,70.8333,86.25,78.4946,74.2574,81.4286,80.5556,82.5,77.4194,75.7576,77.3333,89.5522,95.7746,93.5897,87.7778,86.6667,92.5373,88.7324,85.7143,81.8182,79.5455,83.8235,70.4225,89.7436,81.8182,78.4091,38.2353,67.8322,63.6364,65.5172,73.0769,77.9412,81.6901,84.6154,81.8182,73.1183,94.0299,95.7746,97.4359,92.0455,92.0455,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1790,"KG","6","BROOKFIELD ELEM.",65.4321,70.1299,60,51.5789,65.1786,67.9012,74.6988,75,69.4737,75,60.4938,79.5181,73.1959,71.5789,67.8571,69.1358,82.716,76.2887,74.7368,78.5714,75.3425,76.7677,83.3333,82.4561,78.5714,69.3333,64.8936,61.3861,77.7778,77.7778,50.6667,50.5376,62,73.9496,84.8,33.3333,39.4444,43.9655,67.2414,65.7895,62.6667,68.8172,66.3366,84.0336,76,76,91.4894,86.1386,83.0508,86.4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1800,"7","12","HAYFIELD SECONDARY",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.2268,81.1951,86.3139,81.9588,83.0455,70.5779,77.4545,80.0363,78.1787,73.8059,70.2091,76.3636,76.1302,77.53,78.8344,53.0756,55.1913,60.7985,64.6048,81.4757,79.2619,85.7923,89.2532,85.7143,87.8931,75.8681,84.854,88.8889,82.6162,76.6929,82.8979,87.3085,87.2651,87.9699,88.121,88.0637,85.8369,79.5082,85.1852,85.8672,59.2179,63.5398,63.2759,75.2791,80.3324,65.0888,63.1579,66.087,76.9841,78.2288,39.4256,50.1155,40.3743,61.3054,63.9344,36.0202,36.6316,37.751,48.046,73.4568,69.7552,75.6052,80.9437,89.4563,86.1963,50.6667,45.8333,65.1163,75.1894,81.9615,,,".",".",".",74,72.2628,53.1792,71.134,77.193,77.1615,83.4601,81.0619,86.3415,78.635,42.638,45.5312,46.8041,71.9008,76.3986
29,"FAIRFAX",1810,"KG","6","WOLFTRAP ELEM.",84.7826,74.4681,86.25,90.7895,96.25,90.2174,91.4894,92.5,94.7368,93.75,84.7826,86.0215,86.25,90.9091,91.25,89.1304,93.5484,91.25,94.8052,96.25,88.8889,95.4545,95.6989,96,92.7711,87.3239,88.8889,88.6598,88.7755,90.5882,74.6479,72.2222,87.6289,78.5714,92.8571,73.2394,71.5084,72.7273,91.1392,92.2078,87.3239,87.7778,85.567,84.6939,96.4286,98.5915,95.5556,97.9381,94.898,95.2941,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1820,"KG","6","RIVERSIDE ELEM.",39.2857,49.0566,44.4444,37.8378,59.0164,51.7857,62.2642,55.4217,64.8649,65.0794,36.3636,53.8462,39.0244,56.7568,61.5385,42.8571,50.9434,37.8049,54.0541,53.0303,50.7937,64.5833,53.4483,76.9231,70.4225,52.381,43.1373,37.7049,47.9167,50.7042,39.6825,38,31.1475,43.75,29.5775,23.8095,24.2424,21.6667,31.25,44.1176,53.2258,47.0588,29.5082,54.1667,29.1667,67.7419,70.5882,60.6557,72.3404,68.0556,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1830,"KG","6","LONDON TOWNE ELEM.",51.6393,60.4651,58.5938,55.8824,48.3607,63.9344,61.2403,66.4063,61.1511,65.5738,51.6393,67.4419,60.9375,59.854,59.0164,68.8525,68.2171,67.9688,61.1511,58.3333,57.9439,76.8519,87.3786,80.9917,76.3636,61.1111,61.1111,69.5238,68.595,66.055,37.963,50.9259,63.8095,50.4132,56.8807,39.8148,47.8261,40.9449,66.9355,71.8519,46.2963,64.8148,61.9048,66.9492,59.633,72.2222,70.0935,88.5714,82.3529,83.8095,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1840,"KG","6","GREENBRIAR EAST ELEM.",63.6364,62.766,69.2982,79.3814,62,68.8312,65.9574,73.0435,88.6598,83.1683,55.1282,71.2766,76.3158,86.3158,78.2178,70.5128,73.4043,81.5789,87.3684,82.1782,85.5263,91.6667,88.4615,91.0891,89.9083,85.1351,80.6452,75.9615,82.243,84.2593,71.6216,50,87.156,84.9057,72.7273,51.3514,48.2517,66.6667,79,80.9524,85.1351,80.6452,82.8571,88.5714,87.037,90.5405,93.4426,94.2308,89.5238,93.578,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1850,"KG","6","LEES CORNER",69.2308,82.6087,83.1776,83.6538,81.1881,75.2137,90.2174,93.5185,91.4286,92.3077,73.7288,86.0215,87.8505,86.7925,92.1569,84.7458,89.2473,92.5234,91.5888,89.2157,78.5047,96.3303,95.098,100,98.0583,88.785,85.5856,87.5,92.5926,94.2308,68.2243,77.9817,88.3495,93.5185,91.2621,42.9907,68.1818,80.7692,79.8246,88.8889,83.1776,88.1818,86.2385,93.578,92.3077,94.3925,96.3964,95.3704,98.1651,98.0769,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1860,"KG","6","OAK VIEW ELEM.",76.8421,83.7209,76.3158,73,89.2157,88.4211,87.0588,82.8947,83,86.2745,74.7368,82.5581,80.2632,86,84.3137,86.3158,91.954,80,85,91.0891,89.1089,97.0297,94.8718,97.479,97.8261,89.3204,84.6154,81.5126,87.6033,91.5789,75.7282,73.0769,83.1933,81.5126,91.6667,53.3981,63.0542,68.3673,67.7778,82.6923,85.4369,83.6538,72.2689,90.0826,91.6667,95.1456,96.1538,94.958,97.5207,97.8723,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1870,"KG","6","CLERMONT ELEM.",66.6667,82.1918,84.6154,81.0345,82.5397,87.037,87.6712,100,92.9825,87.3016,76.3636,80.5556,89.7436,80.7018,88.8889,87.2727,91.6667,97.4359,87.7193,92.0635,68.0851,93.4783,85,96,97.3684,79.1667,89.1304,71.1864,85.3333,86.8421,50,65.2174,67.7966,81.3333,91.8919,41.6667,64.3564,57.8947,85.3659,91.0714,66.6667,84.7826,77.9661,86.8421,94.7368,81.25,95.6522,93.2203,90.9091,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
29,"FAIRFAX",1880,"KG","6","HUNT VALLEY ELEM.",87.5,79.4872,74.5455,83,91.1392,92.0455,88.4615,88.9908,93.8776,96.25,86.3636,91.0256,90.9091,91.5789,95.0617,89.7727,87.1795,87.2727,92.6316,91.358,89.5349,94.9153,96.1905,96.25,95.3271,88.3721,88.0342,86.7925,89.0244,89.7196,76.7442,73.7288,87.7358,86.5854,92.5234,51.1628,76.3033,83.5443,88.3929,92.0455,79.0698,82.906,86.7925,87.8049,93.4579,84.8837,94.0678,97.1698,91.4634,92.5234,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
